Order_Id,Type
D306873836,Other
C945627999,Other
E510863410,Non-Veg
E467540618,Veg
D701150820,Veg
C466155477,Veg
C864331860,Other
A647487859,Veg
C592557775,Veg
E792587152,Non-Veg
E441186586,Other
E660205107,Other
A715388037,Non-Veg
B968936725,Other
B936348367,Other
A572164267,Veg
A370415742,Veg
B631097035,Non-Veg
A149184124,Other
D542337123,Other
B288601897,Other
A630561919,Other
B130483964,Veg
A751373119,Non-Veg
B688703304,Other
A151849920,Other
C803901107,Veg
B875759866,Veg
A659740153,Non-Veg
E150749879,Veg
B876006858,Non-Veg
E492112091,Non-Veg
B173318232,Non-Veg
E675851180,Other
A665484993,Non-Veg
D243602074,Other
B212619123,Veg
A639946022,Other
D161402372,Veg
A940782694,Non-Veg
D144745551,Veg
C951324517,Other
B499751104,Other
D279051099,Non-Veg
A533929171,Other
C388511065,Non-Veg
D599402751,Other
B123791922,Veg
E638560012,Other
D439961757,Non-Veg
C756779011,Non-Veg
C376479244,Non-Veg
C279116985,Other
E951211653,Veg
E306829434,Non-Veg
C921868489,Non-Veg
B505657278,Non-Veg
C346274425,Non-Veg
C421387410,Non-Veg
C912237990,Other
D543658773,Veg
A770779289,Veg
D743141429,Non-Veg
A391417242,Non-Veg
B209767103,Veg
B130409249,Other
C388483640,Non-Veg
B326653601,Non-Veg
A490041658,Veg
D169013701,Non-Veg
C715677563,Other
A169757143,Other
A994121705,Other
C805444211,Non-Veg
A946357512,Non-Veg
B506428840,Other
D724469421,Other
E145074673,Non-Veg
E730780476,Non-Veg
A960405772,Other
A348820089,Non-Veg
D716404857,Non-Veg
A454740614,Other
B965369501,Non-Veg
A651267994,Non-Veg
E388846840,Non-Veg
C222592206,Other
C845854747,Other
B944899907,Other
A692091997,Veg
C254495228,Veg
D822407899,Non-Veg
A301611505,Non-Veg
B363669668,Veg
E549791588,Non-Veg
A794440534,Non-Veg
B717817939,Other
A409041774,Non-Veg
B713586002,Other
E108611823,Veg
A112517756,Other
D289383111,Other
E686591422,Other
B840593047,Non-Veg
E176157353,Non-Veg
A793648952,Veg
B291945224,Veg
D525082963,Veg
B474702735,Non-Veg
C194825775,Veg
D766450009,Non-Veg
B398143370,Veg
D949756743,Other
B145980437,Non-Veg
C164826335,Veg
C654550846,Veg
E666731913,Other
B677618061,Other
C575041759,Veg
E787968438,Non-Veg
A121490664,Other
A762691714,Veg
D253085831,Veg
D644257254,Veg
D407389557,Other
C877133996,Non-Veg
A923407987,Other
C952655578,Veg
E446343124,Non-Veg
E304815626,Other
A743040569,Other
C657412745,Other
C177945451,Other
C147501368,Non-Veg
B662461517,Other
D844014443,Other
A386407473,Non-Veg
C644808504,Non-Veg
D297358042,Non-Veg
D260241754,Other
C288833894,Veg
B929409140,Veg
E664911404,Non-Veg
D464604581,Other
A226447190,Other
A781225529,Veg
A176847956,Other
C910553246,Non-Veg
C944968636,Veg
D171277998,Non-Veg
B791572035,Veg
E738563076,Other
E280490011,Other
B576142273,Other
E946146351,Non-Veg
A590046006,Veg
D313961212,Non-Veg
E531711992,Non-Veg
C632638527,Veg
C653880940,Non-Veg
A724921894,Veg
E432587505,Non-Veg
B735574522,Non-Veg
D678236878,Veg
A523111736,Other
E815995752,Other
E528209655,Other
E848649103,Other
A520526000,Veg
A809715218,Veg
B106004882,Other
D326633991,Non-Veg
A108612086,Non-Veg
B798756845,Veg
C869531662,Veg
E960995567,Other
B747541075,Veg
C335972576,Veg
E595832672,Non-Veg
A178423653,Other
A771646022,Veg
C367141843,Veg
A753197777,Veg
C367512564,Veg
A637834274,Veg
E671052209,Veg
B334753791,Veg
E930118730,Non-Veg
A214356601,Non-Veg
B646715084,Veg
E170212572,Veg
B814075910,Other
E968218372,Other
A172047565,Veg
D375441174,Veg
D287747189,Other
D172117044,Veg
A244297603,Non-Veg
E571114923,Other
E627100410,Veg
E583816861,Veg
D297585135,Other
C512286450,Other
E567785274,Veg
B571949162,Non-Veg
B264937205,Veg
A201925874,Veg
B197467350,Other
C769245448,Other
E541116298,Other
D519973834,Non-Veg
E351238835,Non-Veg
E855228880,Veg
E303047851,Veg
A218173797,Other
E232221117,Non-Veg
A146996354,Other
D987642429,Other
B663019297,Veg
E560597952,Other
C956916628,Other
B500638865,Other
A485818041,Other
D300479338,Veg
C676391457,Non-Veg
A542256864,Veg
E822028736,Other
C843256262,Non-Veg
A697919244,Veg
C660272960,Veg
B172954071,Veg
C929839634,Veg
E269909189,Veg
B176960903,Veg
B513420689,Veg
B135200742,Veg
D517720072,Veg
B368315818,Non-Veg
D187184577,Other
C574318397,Veg
B250254884,Other
A991721456,Non-Veg
B351519201,Veg
D895988587,Other
E362136789,Non-Veg
A191606937,Non-Veg
B560399512,Other
A159287765,Veg
C273795715,Veg
D827069895,Non-Veg
A547829831,Veg
D620124338,Non-Veg
B852358564,Veg
D584884420,Other
A879626566,Other
A948432214,Non-Veg
A593991548,Veg
D213907012,Other
D275674444,Non-Veg
B160995723,Non-Veg
D117717657,Non-Veg
A312031302,Other
C823899935,Non-Veg
A951584407,Non-Veg
B536681250,Other
A212580734,Other
C736927518,Veg
D808194373,Other
D659449396,Veg
E526220242,Veg
D512081800,Veg
C517165937,Veg
C346174414,Other
E131040977,Veg
D495993113,Other
D669930504,Other
E225219808,Non-Veg
B690153448,Other
A928283712,Other
B622796025,Veg
B112708270,Non-Veg
B904742588,Non-Veg
D272104686,Other
C499397052,Other
C979553326,Non-Veg
C714785129,Veg
C177400653,Non-Veg
A691574952,Other
C238044662,Other
C226513604,Veg
A231419801,Other
A221429254,Veg
A780877037,Non-Veg
A884255826,Other
E663963192,Other
B808556357,Other
B795989219,Veg
E163708789,Non-Veg
B836603759,Veg
C772792862,Veg
A234037666,Non-Veg
A531156453,Other
B143197637,Veg
E870045216,Veg
B445735546,Veg
B636087092,Veg
B941120629,Non-Veg
D282937358,Non-Veg
D454699123,Non-Veg
D471866049,Other
C956088203,Non-Veg
E616668278,Non-Veg
B380906075,Non-Veg
E952494482,Other
C873433611,Other
C941615685,Veg
C844043781,Non-Veg
B487255651,Other
A116547484,Non-Veg
C913818313,Other
D477060347,Non-Veg
E964137832,Other
D111578402,Non-Veg
D287539342,Other
E850770576,Other
D428542902,Other
B556587979,Non-Veg
C195942707,Other
A701609087,Other
B863820459,Non-Veg
A362969936,Veg
D710300647,Veg
B586686313,Other
E827337124,Non-Veg
B438952731,Non-Veg
B747076907,Non-Veg
B681988022,Veg
E968707936,Veg
D273375520,Other
D541775850,Other
B280533833,Other
D247437694,Non-Veg
C219541869,Other
E241359675,Other
E621598481,Other
C536556980,Other
D375510917,Veg
C246981813,Veg
D425185812,Non-Veg
C257349676,Veg
D935430825,Other
C211100170,Non-Veg
B602546641,Veg
D752821281,Non-Veg
B772726295,Non-Veg
B379170173,Veg
B468224306,Non-Veg
A312749954,Veg
D451352356,Veg
D583772635,Other
B487919953,Other
A786748958,Non-Veg
A755674148,Non-Veg
D503767302,Other
C449028011,Non-Veg
B426341646,Other
A151649205,Non-Veg
E848433835,Other
B654163413,Veg
B637162556,Other
D387896931,Veg
B777221460,Veg
E898634622,Veg
D669957879,Veg
B738880634,Veg
B659069181,Veg
D946562551,Other
B715385188,Veg
E644119737,Non-Veg
E177604445,Other
E984676650,Veg
A102167092,Non-Veg
A757746128,Non-Veg
D572919107,Non-Veg
B132185337,Veg
B332584218,Veg
C989788911,Non-Veg
E287669946,Veg
C194047052,Non-Veg
B521067810,Veg
D590684096,Veg
D812030639,Veg
B683925578,Veg
C185675432,Non-Veg
B962919760,Other
D277096365,Non-Veg
C929382521,Veg
D800441101,Non-Veg
E281749570,Other
A312757887,Non-Veg
D517121384,Veg
B607985619,Non-Veg
C187970600,Non-Veg
D496024611,Non-Veg
E648454910,Veg
D704638609,Non-Veg
A747666424,Other
C964168619,Veg
A427500723,Non-Veg
B796632710,Non-Veg
E606905644,Non-Veg
E655211216,Veg
E331601248,Other
A752469888,Non-Veg
D368196121,Veg
E303913485,Veg
B498890410,Non-Veg
A451108571,Veg
B789224272,Non-Veg
D754835212,Veg
A674000744,Other
E712809940,Non-Veg
C221616478,Other
E377345104,Other
D326942751,Non-Veg
D240527561,Veg
C743860338,Non-Veg
C587271435,Other
E339209653,Veg
A747836095,Other
C608026729,Veg
C533358961,Other
B217405632,Other
C212390202,Veg
A216429902,Non-Veg
D304077941,Other
E359030705,Veg
E295602358,Other
D467299605,Other
E834562751,Non-Veg
D476400590,Non-Veg
E472274213,Veg
C994123874,Other
C957189720,Non-Veg
C977091544,Non-Veg
D614020895,Other
E126132783,Non-Veg
E258475993,Veg
B643833182,Other
D354858759,Veg
D849257716,Non-Veg
D118863776,Other
C447742978,Other
B304232601,Veg
C655299201,Non-Veg
C826724413,Veg
C392090193,Veg
A816141658,Other
A502120530,Other
C197296647,Veg
A645112357,Veg
E867931555,Veg
A208905812,Veg
D769479980,Veg
D729699851,Non-Veg
C502239866,Other
C854975382,Other
E787298515,Other
A235549968,Veg
B151383230,Non-Veg
A202897728,Veg
D897084832,Other
A134782337,Other
B689575672,Veg
B338816003,Other
C745354535,Non-Veg
E208599266,Veg
C361705826,Other
D653651766,Non-Veg
E267755397,Non-Veg
D579661302,Other
C379327114,Veg
C714890409,Non-Veg
C498590804,Other
A114620367,Non-Veg
E256358932,Non-Veg
C497445765,Veg
E276221802,Other
E922881162,Other
B713676245,Veg
B378560035,Veg
B932536706,Other
D116565275,Non-Veg
A819714984,Veg
B426726615,Veg
A960018419,Other
B270157740,Non-Veg
E669744866,Other
D299135391,Other
C689503235,Other
C831446525,Other
E320282547,Other
B710871143,Other
A135111395,Veg
B903891840,Non-Veg
C969697099,Other
C194282912,Other
A458832164,Other
A623112462,Non-Veg
C684435553,Veg
A915441577,Non-Veg
C368872239,Other
B185662714,Other
A479117159,Non-Veg
B191138781,Non-Veg
B396379202,Non-Veg
B250399194,Veg
B283077464,Non-Veg
D232540570,Non-Veg
B808732061,Non-Veg
E782096352,Veg
D532802358,Non-Veg
D338728975,Non-Veg
A169603088,Veg
A914507426,Veg
E954583461,Veg
C370878928,Veg
D523118557,Non-Veg
D474374970,Veg
A158967483,Veg
A760547922,Other
C592112145,Other
A947133796,Other
D676500445,Veg
C458065868,Other
C694149577,Other
D360341069,Non-Veg
B604446593,Non-Veg
B113056873,Other
D373705405,Non-Veg
B994996257,Non-Veg
D123458470,Non-Veg
E914723833,Other
A365822936,Other
A610345849,Other
D247979731,Non-Veg
B527124678,Non-Veg
A288526710,Other
E294547672,Other
E332053143,Veg
A865558621,Non-Veg
A448043357,Non-Veg
D700378720,Other
B993924363,Other
C440286584,Non-Veg
D330148271,Other
A267301962,Non-Veg
B697682395,Veg
B346339831,Veg
E603792267,Non-Veg
C263654144,Other
C755614586,Non-Veg
D101850833,Veg
B902821291,Non-Veg
A146760656,Other
B843074262,Non-Veg
A737588595,Other
D578568076,Veg
E388037787,Veg
E365400008,Non-Veg
E231410908,Other
A856043109,Other
B682742732,Non-Veg
E943102060,Non-Veg
E971251227,Non-Veg
B870407266,Non-Veg
C450550806,Other
A420365381,Non-Veg
E261219314,Veg
A714543908,Non-Veg
A975052814,Other
E442116562,Non-Veg
B181247372,Non-Veg
C355176243,Veg
B459112869,Veg
C570904210,Other
E633144664,Veg
A426678940,Veg
E339623550,Veg
C917210825,Veg
E224794503,Non-Veg
E832970729,Non-Veg
A386902917,Other
D559554225,Veg
A961979500,Veg
C920806012,Veg
A113621309,Non-Veg
B579893851,Veg
B256434877,Non-Veg
D180321233,Other
D497425976,Veg
E451430444,Other
E422620901,Other
B886827633,Non-Veg
C621058371,Other
D128504328,Other
D385713654,Non-Veg
D387383061,Other
A820841636,Non-Veg
B969677347,Other
C233263139,Veg
D538865890,Other
A565387383,Other
E549952891,Other
A733142705,Non-Veg
C312000558,Non-Veg
D744540007,Other
D339938870,Non-Veg
A567117566,Non-Veg
D899117173,Veg
D733530478,Veg
C664560211,Non-Veg
D246556824,Non-Veg
D127691107,Veg
A615364815,Other
C259642578,Other
C299712935,Veg
E280806370,Non-Veg
D747124885,Other
B488400184,Non-Veg
A956248432,Non-Veg
E161999534,Other
E794045213,Veg
E549355550,Non-Veg
E726362001,Other
C764375014,Veg
C492398647,Other
D601722983,Non-Veg
A336205896,Non-Veg
D674406038,Non-Veg
C797302466,Non-Veg
B152987747,Other
E861887935,Non-Veg
A114173583,Veg
D257765588,Other
D373042370,Veg
B527322157,Veg
C344041858,Non-Veg
E167617755,Veg
D882956718,Other
D195725779,Veg
D312769194,Non-Veg
D355110769,Other
C843830385,Veg
B805010564,Veg
A588436388,Non-Veg
C162823161,Other
D436378128,Other
B712532984,Other
A890009289,Other
E369846320,Veg
B323609392,Veg
E220229081,Non-Veg
A600894390,Veg
B123329149,Other
D397524779,Non-Veg
B700637045,Veg
E965955418,Veg
D928809916,Other
D478721820,Non-Veg
E908385122,Non-Veg
E230860541,Non-Veg
E391539551,Veg
E942870351,Non-Veg
A819206487,Non-Veg
C380519784,Veg
C724176093,Non-Veg
A472180759,Non-Veg
D131224597,Non-Veg
C888504618,Other
E879984323,Non-Veg
A835453396,Veg
A913612172,Other
B670652618,Non-Veg
D830781151,Other
C564950132,Non-Veg
C599630573,Other
E911242439,Non-Veg
C628925712,Other
C606476659,Other
A826157721,Veg
A856755348,Veg
C463506389,Non-Veg
D833930672,Non-Veg
E147234537,Veg
E263706713,Veg
B880054725,Veg
B553904071,Veg
D280299611,Veg
D410621534,Non-Veg
C913156474,Non-Veg
A605527261,Other
C964073264,Other
C967909030,Non-Veg
E627928850,Non-Veg
E355693290,Other
B821707437,Non-Veg
D360641187,Non-Veg
E764516953,Other
D293977133,Other
C430153959,Other
B248052831,Other
A438175357,Veg
C555792750,Non-Veg
E676565878,Other
E712529238,Veg
E945397045,Non-Veg
E949124643,Non-Veg
E822227783,Non-Veg
E831639822,Non-Veg
C187309695,Non-Veg
D987119950,Non-Veg
A153491061,Veg
B292935161,Veg
A139762679,Non-Veg
C773513729,Other
D836936670,Non-Veg
A546767333,Non-Veg
A259683358,Veg
A502832455,Non-Veg
E696465840,Non-Veg
A667760038,Veg
B446172709,Non-Veg
B230274946,Non-Veg
E593843528,Other
C588470460,Veg
B240351874,Veg
C689808831,Non-Veg
B810605777,Non-Veg
B192393970,Other
E410172398,Non-Veg
C638305682,Non-Veg
B890020539,Veg
A936413825,Veg
E196858837,Other
E116094540,Other
A921933057,Veg
C507127529,Non-Veg
C756509628,Other
C300750822,Veg
D743705483,Non-Veg
B548639714,Other
D904076503,Non-Veg
B882632985,Other
B172804793,Other
D199459740,Non-Veg
B232190397,Non-Veg
B395501909,Other
A334876302,Non-Veg
D880963233,Veg
C490093967,Veg
A268475250,Other
A543868448,Other
C123418620,Non-Veg
E928426680,Other
B605092908,Veg
C338864390,Other
B248824417,Non-Veg
B234413883,Other
C257614998,Non-Veg
B121148341,Non-Veg
A910241391,Non-Veg
B472064932,Veg
D508228356,Other
D347522548,Veg
A551338745,Non-Veg
D584850996,Non-Veg
A757304746,Other
C994866028,Non-Veg
C555868181,Non-Veg
A787388758,Non-Veg
C474395955,Non-Veg
A966543546,Veg
D807415565,Veg
E535981564,Veg
C259129711,Non-Veg
A363301393,Non-Veg
D475604685,Other
B477014024,Non-Veg
E685511488,Non-Veg
E640747961,Non-Veg
E133985872,Non-Veg
D535911818,Veg
E918352352,Other
B961595831,Non-Veg
C340959289,Non-Veg
E480777312,Non-Veg
B387606329,Veg
A679598453,Veg
C476115285,Non-Veg
A322626123,Veg
C180736179,Non-Veg
E488359200,Veg
E209589794,Non-Veg
C705592384,Other
C736095107,Other
A257789799,Non-Veg
C998941284,Veg
C666942248,Non-Veg
D661407891,Veg
C320646490,Non-Veg
B503177099,Other
B193107520,Non-Veg
C951388314,Veg
C365980513,Veg
C207544134,Veg
A664624069,Non-Veg
E787626645,Non-Veg
C138891897,Non-Veg
D552455975,Veg
B109270584,Non-Veg
B401245216,Veg
B374293609,Veg
E842468798,Non-Veg
D365190190,Non-Veg
C499215343,Other
B661726787,Non-Veg
C414028139,Veg
A325027572,Veg
A191163972,Other
D786663880,Veg
E778867678,Veg
B685061841,Other
E961271247,Non-Veg
A421689772,Non-Veg
A820867430,Veg
D219899087,Non-Veg
A635252728,Veg
A631388071,Veg
C196669438,Veg
E763565835,Other
E724497876,Non-Veg
E138933141,Non-Veg
C215495296,Veg
E207245356,Veg
D129242188,Non-Veg
B485139123,Other
A845002020,Veg
E248312130,Non-Veg
C954310561,Non-Veg
C414312511,Veg
E306222939,Other
A710649041,Other
A143953398,Veg
A669696105,Veg
B207185370,Non-Veg
B502091745,Other
A511782721,Non-Veg
E967952030,Non-Veg
A865377777,Other
A110378242,Veg
A641993063,Non-Veg
B472288820,Non-Veg
E274946866,Other
E836341214,Veg
E328712006,Other
D329469377,Veg
D589644110,Non-Veg
A529913863,Veg
A662068406,Veg
B486782337,Other
D124234880,Veg
C509973836,Non-Veg
D667945116,Non-Veg
D398154659,Veg
C896112000,Veg
D807819465,Non-Veg
B511396990,Non-Veg
D288364021,Veg
C713697964,Other
C257106381,Other
B358601932,Other
C724142996,Other
C661799913,Non-Veg
B304362864,Veg
E407140494,Non-Veg
E802303665,Other
A546948424,Non-Veg
C179258660,Veg
C860708879,Non-Veg
E969298615,Non-Veg
B149388377,Veg
C418828941,Other
B572091473,Other
D374842870,Other
C872507979,Non-Veg
B753515656,Veg
C130095254,Veg
B664446984,Other
A450913159,Non-Veg
A627519857,Other
A172433790,Non-Veg
D585920203,Other
E955761758,Non-Veg
A520067779,Other
B156523885,Non-Veg
B397882171,Non-Veg
E691314999,Non-Veg
E448616559,Non-Veg
B196439606,Other
E700919037,Non-Veg
B921473892,Other
B118717495,Other
C119028425,Other
D498855915,Non-Veg
D892039696,Veg
C149268548,Veg
B360608712,Veg
A964446063,Non-Veg
B817054090,Veg
D508796613,Non-Veg
C535324332,Non-Veg
E560269466,Non-Veg
A891592190,Other
B223115891,Other
B812715427,Other
B279340878,Non-Veg
B336129268,Veg
C136044325,Non-Veg
D817103781,Non-Veg
C442758330,Non-Veg
A843086379,Other
D434942055,Veg
B985701768,Veg
E727661497,Other
B961827566,Veg
E732163262,Other
D377538067,Non-Veg
D135985743,Non-Veg
D257915718,Veg
D747761944,Other
C833541982,Veg
A888578554,Other
A715664198,Other
B269404874,Veg
C124118685,Other
A761081788,Veg
D531108293,Veg
C116985344,Other
E724971390,Non-Veg
B377125273,Other
A829330161,Other
A235322361,Non-Veg
C815848792,Other
C440121671,Veg
D945812116,Other
A284989355,Veg
E474591979,Non-Veg
C391660338,Other
B349299909,Non-Veg
D887752977,Veg
A318763429,Veg
C812470382,Other
B407701921,Veg
E111786491,Non-Veg
A294184203,Other
E245855019,Non-Veg
B220533406,Veg
E558254965,Other
E259728576,Other
C293002796,Veg
C140625625,Non-Veg
B335070266,Other
C180511148,Veg
E254973612,Veg
C523785300,Non-Veg
E884753172,Non-Veg
D235611667,Non-Veg
B290704385,Veg
B239734082,Other
E296197109,Other
B631164483,Other
E625345003,Non-Veg
A839157894,Non-Veg
E123393941,Other
D222037840,Non-Veg
D200882175,Veg
C246704476,Non-Veg
D419890038,Other
C169529980,Non-Veg
E575685376,Other
E129838063,Other
C646154027,Veg
B838908544,Other
B531449229,Other
A782649241,Non-Veg
C689021942,Veg
A465573409,Non-Veg
C707817875,Veg
A533685291,Non-Veg
D855030538,Other
D941216247,Non-Veg
C475952834,Non-Veg
A990605260,Veg
A753547411,Non-Veg
A717388140,Non-Veg
C126535663,Other
A612457814,Veg
D807904768,Non-Veg
D548933554,Other
D995578789,Non-Veg
A991307618,Veg
B877728500,Veg
B497071321,Non-Veg
A544267354,Veg
E452472520,Other
A552410073,Non-Veg
C569833951,Non-Veg
C188132469,Non-Veg
E365594635,Veg
B365298885,Non-Veg
B956669170,Other
A417695937,Other
C823113582,Veg
D274539421,Veg
D634105897,Veg
C128072152,Other
E504274945,Other
A165873847,Veg
D919124050,Veg
B250240195,Other
E858487915,Non-Veg
E346881287,Veg
A206051822,Non-Veg
C976354319,Other
A188240273,Veg
C232262476,Non-Veg
A556375620,Non-Veg
D384546251,Non-Veg
B196440884,Other
E586861441,Veg
E662572969,Other
C544110233,Other
A366478816,Other
B955777760,Other
C515725914,Non-Veg
E260046060,Non-Veg
B661941201,Other
B878237657,Other
E256825435,Non-Veg
